StudNo,Description,Action,DateFiled,DateResolved
2017-30780,AWOL,Resolved,2014-07-25,2017-03-24
2017-30199,AWOL,Lapsed,2015-10-18,2016-11-26
2017-30487,Completion,Unresolved,2014-02-23,2017-07-04
2017-30101,AWOL,Resolved,2014-07-01,2016-07-28
2017-30643,Change of Plan of Study,Lapsed,2014-04-19,2016-05-11
2017-30501,Completion,Resolved,2015-08-15,2016-01-31
2017-30021,Completion,Lapsed,2014-02-28,2016-05-20
2017-30408,Residency,Lapsed,2014-06-28,2016-08-13
2017-30276,Change of Plan of Study,Resolved,2014-10-25,2016-07-20
2017-30596,LOA,Unresolved,2015-04-26,2016-05-20
2017-30970,AWOL,Unresolved,2015-09-29,2016-02-08
2017-30423,Change of Plan of Study,Lapsed,2015-04-09,2016-11-22
2017-30048,LOA,Unresolved,2015-02-11,2016-02-28
2017-30116,LOA,Unresolved,2014-07-09,2017-03-12
2017-30343,Completion,Lapsed,2015-07-09,2017-06-05
2017-30238,AWOL,Resolved,2015-10-25,2016-08-15
2017-30632,Change of Plan of Study,Lapsed,2015-03-14,2016-03-22
2017-30794,Change of Adviser,Resolved,2015-11-01,2016-04-27
2017-30286,Change of Plan of Study,Lapsed,2014-05-10,2017-08-23
2017-30505,AWOL,Resolved,2015-09-02,2017-11-08
2017-30675,Completion,Unresolved,2015-03-22,2016-11-26
2017-30269,Change of Adviser,Unresolved,2014-03-29,2017-09-16
2017-30737,Completion,Resolved,2015-11-11,2017-07-03
2017-30979,Residency,Unresolved,2014-04-08,2016-04-17
2017-30917,Change of Adviser,Unresolved,2014-07-23,2016-06-14
2017-30758,Completion,Resolved,2015-09-01,2017-03-21
2017-30632,Change of Adviser,Lapsed,2015-04-18,2017-05-02
2017-30576,Completion,Resolved,2015-06-30,2016-05-11
2017-30455,Change of Adviser,Lapsed,2015-07-17,2016-06-25
2017-30451,Change of Plan of Study,Resolved,2014-10-11,2017-01-21
2017-30685,Completion,Lapsed,2015-01-27,2017-04-29
2017-30114,AWOL,Unresolved,2015-07-05,2016-05-31
2017-30055,Completion,Resolved,2014-11-04,2017-04-11
2017-30729,Change of Plan of Study,Unresolved,2014-07-09,2017-07-07
2017-30819,AWOL,Unresolved,2015-08-12,2016-03-18
2017-30081,AWOL,Unresolved,2014-02-24,2016-11-03
2017-30999,LOA,Lapsed,2014-07-29,2016-11-24
2017-30822,AWOL,Lapsed,2015-08-31,2017-03-20
2017-30072,LOA,Lapsed,2014-07-24,2016-03-15
2017-30914,AWOL,Lapsed,2015-07-06,2016-02-10
2017-30921,Change of Plan of Study,Lapsed,2014-07-17,2017-11-04
2017-30599,AWOL,Resolved,2014-02-15,2016-01-21
2017-30969,Completion,Unresolved,2015-03-07,2017-06-27
2017-30937,Change of Adviser,Unresolved,2014-06-07,2016-12-10
2017-30471,AWOL,Lapsed,2015-04-30,2017-06-02
2017-30696,LOA,Lapsed,2015-10-30,2017-07-24
2017-30828,Completion,Lapsed,2014-10-02,2016-01-12
2017-30790,Residency,Lapsed,2014-02-06,2016-07-02
2017-30591,Change of Plan of Study,Lapsed,2015-03-14,2016-12-18
2017-30962,LOA,Resolved,2015-02-20,2016-06-01
2017-30957,AWOL,Unresolved,2015-04-27,2016-05-28
2017-30030,LOA,Lapsed,2015-05-01,2017-09-03
2017-30253,Change of Plan of Study,Lapsed,2015-01-14,2016-03-05
2017-30905,Residency,Unresolved,2014-08-25,2016-08-15
2017-30496,Completion,Lapsed,2014-12-12,2016-05-31
2017-30301,AWOL,Unresolved,2015-09-10,2016-01-04
2017-30771,AWOL,Unresolved,2014-08-07,2016-11-13
2017-30533,AWOL,Resolved,2014-03-11,2016-05-18
2017-30009,AWOL,Unresolved,2014-05-16,2016-03-02
2017-30419,Change of Plan of Study,Lapsed,2015-11-08,2017-08-06
2017-30601,Completion,Unresolved,2015-09-02,2016-11-09
2017-30272,Change of Plan of Study,Resolved,2015-09-16,2017-02-27
2017-30705,Residency,Resolved,2015-03-02,2017-03-12
2017-30146,AWOL,Lapsed,2015-05-02,2016-12-31
2017-30329,AWOL,Lapsed,2014-09-19,2017-04-20
2017-30675,AWOL,Resolved,2015-10-31,2017-04-25
2017-30348,Completion,Unresolved,2015-09-19,2017-08-02
2017-30784,LOA,Lapsed,2014-08-21,2016-07-01
2017-30762,LOA,Resolved,2015-06-17,2016-06-25
2017-30702,LOA,Resolved,2015-09-14,2017-02-20
2017-30573,Change of Plan of Study,Resolved,2014-05-21,2017-07-23
2017-30840,Completion,Lapsed,2014-07-03,2017-08-22
2017-30583,AWOL,Resolved,2014-02-15,2017-05-18
2017-30127,Change of Adviser,Resolved,2015-05-19,2017-08-29
2017-30221,Change of Plan of Study,Resolved,2015-01-01,2016-12-21
2017-30349,LOA,Resolved,2014-09-11,2017-05-29
2017-30929,AWOL,Lapsed,2015-08-26,2017-08-05
2017-30298,Change of Adviser,Lapsed,2015-05-22,2017-09-05
2017-30333,Change of Adviser,Unresolved,2014-05-30,2016-04-11
2017-30555,LOA,Unresolved,2015-03-07,2017-07-05
2017-30956,Change of Plan of Study,Lapsed,2014-02-21,2016-06-08
2017-30517,Change of Adviser,Resolved,2015-08-10,2017-05-10
2017-30964,AWOL,Unresolved,2014-12-06,2017-11-09
2017-30977,Residency,Unresolved,2015-02-03,2017-10-21
2017-30041,Change of Adviser,Unresolved,2015-03-09,2016-04-21
2017-30106,Change of Plan of Study,Unresolved,2015-05-11,2016-04-14
2017-30693,Change of Plan of Study,Resolved,2015-07-12,2016-11-28
2017-30078,Residency,Resolved,2014-08-01,2017-05-25
2017-30301,Change of Adviser,Resolved,2014-07-30,2016-06-30
2017-30570,Completion,Resolved,2015-05-27,2016-07-20
2017-30618,Completion,Lapsed,2015-04-08,2016-07-25
2017-30279,Change of Plan of Study,Unresolved,2014-06-30,2016-08-14
2017-30632,Residency,Lapsed,2014-01-04,2016-12-18
2017-30299,Change of Plan of Study,Resolved,2014-05-23,2017-08-03
2017-30451,LOA,Resolved,2014-09-20,2016-07-30
2017-30056,Residency,Unresolved,2014-09-27,2016-03-01
2017-30915,LOA,Resolved,2015-02-09,2017-03-07
2017-30255,AWOL,Resolved,2014-05-31,2016-11-28
2017-30972,AWOL,Lapsed,2015-07-31,2016-11-11
2017-30239,Change of Plan of Study,Lapsed,2014-03-13,2017-03-24
2017-30884,Completion,Unresolved,2015-02-23,2017-03-22
2017-30671,Completion,Unresolved,2014-08-21,2016-06-15
2017-30792,Change of Plan of Study,Unresolved,2014-08-06,2016-02-29
2017-30314,LOA,Lapsed,2014-09-01,2016-08-30
2017-30234,AWOL,Lapsed,2015-10-18,2016-06-29
2017-30063,Completion,Resolved,2014-08-18,2017-11-01
2017-30838,Completion,Resolved,2014-12-28,2016-07-11
2017-30421,AWOL,Resolved,2015-07-05,2016-06-15
2017-30450,LOA,Unresolved,2015-07-10,2016-11-11
2017-30746,Change of Plan of Study,Lapsed,2014-10-29,2016-03-07
2017-30597,AWOL,Unresolved,2015-09-17,2016-01-25
2017-30306,AWOL,Unresolved,2015-10-09,2017-04-26
2017-30035,LOA,Lapsed,2014-12-10,2016-11-09
2017-30360,Change of Plan of Study,Resolved,2014-10-22,2017-05-04
2017-30071,Change of Plan of Study,Unresolved,2014-12-02,2017-11-06
2017-30737,Change of Plan of Study,Resolved,2014-01-17,2017-09-13
2017-30035,Change of Plan of Study,Resolved,2014-12-21,2017-07-11
2017-30630,LOA,Unresolved,2014-07-13,2016-02-10
2017-30324,LOA,Unresolved,2015-09-10,2016-08-16
2017-30666,AWOL,Resolved,2015-09-26,2017-10-28
2017-30395,Change of Plan of Study,Unresolved,2015-02-11,2016-11-18
2017-30241,Change of Adviser,Unresolved,2014-04-01,2017-03-25
2017-30145,Completion,Unresolved,2014-07-18,2016-02-28
2017-30081,Residency,Lapsed,2015-07-27,2016-01-16
2017-30534,Completion,Resolved,2014-12-15,2017-01-21
2017-30001,Residency,Resolved,2014-06-01,2016-05-21
2017-30892,Change of Plan of Study,Resolved,2014-09-21,2016-06-30
2017-30851,Completion,Resolved,2014-06-07,2016-06-13
2017-30578,Residency,Resolved,2014-06-26,2016-02-21
2017-30058,Completion,Lapsed,2015-05-22,2016-07-11
2017-30198,Completion,Unresolved,2015-10-04,2017-10-02
2017-30437,Residency,Unresolved,2014-07-16,2017-01-08
2017-30035,Change of Plan of Study,Resolved,2015-03-12,2017-04-30
2017-30698,Completion,Resolved,2015-08-24,2016-04-11
2017-30745,LOA,Resolved,2015-04-16,2017-09-07
2017-30044,Completion,Lapsed,2015-10-24,2016-10-01
2017-30284,Completion,Lapsed,2014-04-25,2016-11-09
2017-30922,Residency,Lapsed,2015-07-06,2017-04-03
2017-30566,LOA,Lapsed,2015-01-02,2017-11-06
2017-30530,LOA,Lapsed,2014-01-20,2017-09-02
2017-30123,Change of Plan of Study,Unresolved,2015-09-14,2017-10-11
2017-30651,Change of Plan of Study,Unresolved,2014-08-21,2016-07-16
2017-30170,AWOL,Unresolved,2015-05-27,2016-09-29
2017-30232,Change of Adviser,Lapsed,2015-10-01,2017-09-30
2017-30158,AWOL,Lapsed,2015-01-29,2017-06-12
2017-30969,Change of Adviser,Resolved,2015-02-19,2016-12-30
2017-30600,Change of Plan of Study,Lapsed,2014-05-17,2017-05-02
2017-30905,Residency,Resolved,2014-12-17,2017-01-10
2017-30140,Change of Adviser,Unresolved,2015-02-25,2016-11-23
2017-30042,LOA,Lapsed,2015-06-28,2016-01-23
2017-30851,Change of Plan of Study,Resolved,2014-09-12,2016-10-10
2017-30252,LOA,Lapsed,2015-09-01,2016-05-27
2017-30160,Residency,Lapsed,2014-09-16,2016-07-31
2017-30050,Completion,Resolved,2014-07-03,2016-12-18
2017-30234,Change of Adviser,Lapsed,2014-07-17,2016-11-14
2017-30426,Completion,Unresolved,2015-11-14,2017-04-16
2017-30453,Residency,Lapsed,2014-07-10,2016-05-01
2017-30395,LOA,Unresolved,2014-10-01,2017-01-08
2017-30244,Residency,Unresolved,2014-05-12,2017-06-02
2017-30588,Change of Plan of Study,Resolved,2014-07-12,2016-06-04
2017-30698,AWOL,Unresolved,2014-06-08,2017-06-05
2017-30659,Change of Plan of Study,Lapsed,2015-07-19,2017-06-23
2017-30558,LOA,Resolved,2015-08-29,2017-05-28
2017-30962,Completion,Lapsed,2014-06-17,2016-04-19
2017-30599,AWOL,Lapsed,2015-08-06,2017-04-24
2017-30922,Change of Adviser,Lapsed,2014-05-05,2017-05-18
2017-30445,Residency,Resolved,2015-01-17,2017-02-08
2017-30331,Change of Plan of Study,Lapsed,2014-10-07,2016-09-16
2017-30134,Change of Plan of Study,Unresolved,2014-02-28,2016-02-06
2017-30720,Completion,Lapsed,2015-02-03,2016-11-11
2017-30359,AWOL,Unresolved,2014-06-10,2017-06-03
2017-30655,LOA,Resolved,2014-04-02,2017-05-13
2017-30164,LOA,Lapsed,2014-07-02,2017-04-08
2017-30666,Change of Plan of Study,Lapsed,2014-01-20,2017-01-23
2017-30278,Completion,Resolved,2014-10-09,2017-09-23
2017-30115,LOA,Lapsed,2014-10-31,2017-02-24
2017-30305,Completion,Resolved,2015-05-30,2017-11-05
2017-30587,Change of Plan of Study,Unresolved,2014-04-26,2016-09-03
2017-30009,Change of Adviser,Unresolved,2014-12-21,2017-09-29
2017-30752,Residency,Lapsed,2014-01-06,2016-10-02
2017-30229,Change of Adviser,Resolved,2014-01-09,2017-06-03
2017-30616,LOA,Resolved,2014-07-28,2017-05-01
2017-30599,Residency,Lapsed,2014-03-15,2016-09-03
2017-30754,Completion,Unresolved,2014-05-23,2017-09-21
2017-30852,Completion,Resolved,2015-08-29,2017-02-27
2017-30970,Change of Adviser,Resolved,2014-03-04,2017-02-19
2017-30869,Change of Adviser,Lapsed,2014-03-19,2016-07-03
2017-30302,AWOL,Unresolved,2014-01-04,2016-04-14
2017-30427,Residency,Resolved,2015-07-23,2016-01-11
2017-30035,Change of Plan of Study,Unresolved,2015-02-23,2016-01-24
2017-30757,Residency,Lapsed,2014-07-17,2017-10-08
2017-30809,Residency,Unresolved,2015-10-16,2016-09-16
2017-30867,Change of Plan of Study,Lapsed,2014-03-08,2017-04-24
2017-30632,AWOL,Lapsed,2015-10-11,2017-08-24
2017-30591,AWOL,Lapsed,2015-10-21,2016-07-07
2017-30215,Completion,Unresolved,2014-07-09,2017-10-28
2017-30397,Residency,Lapsed,2014-06-07,2016-04-25
2017-30196,Change of Plan of Study,Lapsed,2014-01-08,2017-06-16
2017-30165,Completion,Resolved,2014-09-26,2016-11-01
2017-30803,Residency,Resolved,2014-04-16,2016-11-16
2017-30064,Change of Adviser,Unresolved,2014-02-22,2016-12-01
2017-30877,Residency,Lapsed,2015-04-09,2017-01-15
2017-30323,LOA,Unresolved,2015-03-29,2016-04-24
2017-30669,AWOL,Resolved,2015-11-04,2017-08-31
2017-30579,Change of Plan of Study,Lapsed,2015-11-12,2016-06-29
2017-30506,AWOL,Resolved,2015-02-12,2016-04-14
2017-30228,Change of Adviser,Resolved,2015-05-20,2017-11-08
2017-30034,LOA,Lapsed,2014-10-16,2016-11-19
2017-30653,Residency,Unresolved,2015-06-19,2017-05-30
2017-30558,Completion,Unresolved,2015-03-02,2016-07-12
2017-30422,Completion,Resolved,2015-04-12,2016-08-19
2017-30646,AWOL,Resolved,2015-10-26,2016-08-13
2017-30809,AWOL,Resolved,2014-05-24,2017-01-30
2017-30679,LOA,Unresolved,2014-07-10,2016-10-17
2017-30572,Change of Plan of Study,Unresolved,2015-05-14,2016-09-22
2017-30325,Change of Adviser,Resolved,2015-04-17,2017-02-19
2017-30412,Residency,Unresolved,2014-12-23,2016-12-20
2017-30251,Completion,Resolved,2014-01-01,2017-02-09
2017-30338,Change of Adviser,Unresolved,2015-03-30,2017-04-27
2017-30355,Completion,Lapsed,2014-05-13,2016-07-07
2017-30928,Completion,Lapsed,2014-05-25,2016-10-04
2017-30454,AWOL,Resolved,2015-04-26,2017-03-14
2017-30336,LOA,Lapsed,2014-02-25,2016-01-29
2017-30406,Change of Plan of Study,Resolved,2015-08-26,2016-07-12
2017-30741,Residency,Unresolved,2015-01-10,2017-10-22
2017-30751,Change of Adviser,Unresolved,2014-03-26,2016-03-29
2017-30055,Change of Plan of Study,Lapsed,2014-12-16,2016-07-27
2017-30812,Completion,Lapsed,2014-08-14,2016-07-26
2017-30227,LOA,Lapsed,2015-06-28,2017-06-26
2017-30558,AWOL,Unresolved,2014-01-09,2016-03-23
2017-30177,AWOL,Resolved,2014-01-06,2016-06-24
2017-30336,Change of Plan of Study,Lapsed,2014-10-31,2016-11-10
2017-30417,Residency,Lapsed,2014-07-15,2017-05-31
2017-30353,LOA,Resolved,2015-10-06,2017-02-22
2017-30731,Residency,Resolved,2014-12-10,2017-04-19
2017-30555,Change of Plan of Study,Lapsed,2015-07-30,2016-11-11
2017-30545,Change of Adviser,Unresolved,2015-07-10,2016-09-16
2017-30077,AWOL,Lapsed,2015-08-19,2016-01-21
2017-30079,Completion,Resolved,2015-08-31,2017-05-07
2017-30179,AWOL,Unresolved,2014-02-18,2016-04-13
2017-30433,Completion,Lapsed,2014-02-20,2016-06-03
2017-30229,LOA,Unresolved,2015-02-10,2017-11-07
2017-30163,Completion,Lapsed,2014-07-13,2017-04-20
2017-30036,AWOL,Resolved,2015-09-18,2016-02-24
2017-30706,Residency,Lapsed,2015-08-16,2017-04-10
2017-30705,Change of Adviser,Unresolved,2014-01-12,2017-02-05
2017-30578,Completion,Unresolved,2014-04-27,2016-10-30
2017-30209,Residency,Lapsed,2015-08-03,2016-01-06
2017-30643,Change of Plan of Study,Resolved,2014-07-12,2017-03-09
2017-30837,Residency,Resolved,2014-10-06,2016-02-17
2017-30609,AWOL,Unresolved,2014-05-29,2016-05-04
2017-30310,Residency,Lapsed,2014-02-16,2016-02-07
2017-30721,AWOL,Unresolved,2014-04-22,2016-07-04
2017-30094,Residency,Lapsed,2015-01-22,2017-08-12
2017-30810,AWOL,Unresolved,2014-11-26,2017-01-30
2017-30513,LOA,Resolved,2014-11-26,2017-04-18
2017-30177,Change of Adviser,Lapsed,2014-01-31,2016-08-23
2017-30144,Change of Plan of Study,Lapsed,2015-10-26,2017-09-05
2017-30658,AWOL,Unresolved,2015-06-22,2016-12-21
2017-30338,Change of Plan of Study,Unresolved,2014-06-30,2016-12-26
2017-30452,AWOL,Unresolved,2014-02-08,2016-03-02
2017-30906,Change of Adviser,Resolved,2015-01-25,2016-07-02
2017-30127,Completion,Unresolved,2014-05-15,2016-09-28
2017-30516,Completion,Unresolved,2014-12-29,2017-11-11
2017-30893,LOA,Lapsed,2014-11-02,2016-03-18
2017-30477,Change of Adviser,Resolved,2014-07-29,2017-07-20
2017-30713,Completion,Lapsed,2015-07-31,2017-10-14
2017-30713,Residency,Resolved,2014-09-21,2017-10-30
2017-30834,Completion,Unresolved,2015-10-17,2016-08-11
2017-30929,LOA,Unresolved,2014-05-25,2016-10-19
2017-30814,Residency,Unresolved,2014-05-08,2016-05-12
2017-30384,Residency,Unresolved,2014-05-06,2016-06-03
2017-30704,Change of Adviser,Unresolved,2015-07-13,2016-01-30
2017-30769,AWOL,Unresolved,2015-06-29,2017-05-02
2017-30549,AWOL,Unresolved,2014-12-27,2017-07-25
2017-30303,Change of Plan of Study,Resolved,2015-05-05,2016-05-24
2017-30823,Completion,Resolved,2014-02-11,2016-09-01
2017-30165,Change of Plan of Study,Resolved,2015-05-18,2016-10-25
2017-30507,Change of Plan of Study,Resolved,2014-04-22,2017-11-08
2017-30540,LOA,Resolved,2014-01-13,2017-09-17
2017-30846,Change of Adviser,Unresolved,2015-07-29,2016-02-04
2017-30960,LOA,Unresolved,2015-03-07,2016-12-28
2017-30062,Residency,Lapsed,2014-09-01,2016-09-27
2017-30390,AWOL,Unresolved,2014-10-12,2016-12-10
2017-30728,Change of Adviser,Unresolved,2015-08-11,2017-09-30
2017-30497,Change of Plan of Study,Unresolved,2015-09-22,2016-08-25
2017-30037,AWOL,Lapsed,2015-07-11,2017-10-16
2017-30199,Residency,Lapsed,2014-09-05,2017-06-23
2017-30232,Completion,Lapsed,2014-01-26,2016-03-24
2017-30800,Change of Plan of Study,Unresolved,2015-10-13,2017-07-13
2017-30762,Change of Adviser,Lapsed,2015-10-06,2017-11-02
2017-30328,Change of Adviser,Unresolved,2015-07-23,2016-05-31
2017-30465,AWOL,Unresolved,2015-08-15,2016-09-18
2017-30882,Change of Adviser,Resolved,2015-05-20,2016-06-26
2017-30940,Completion,Resolved,2014-11-28,2017-05-06
2017-30661,AWOL,Lapsed,2014-11-10,2017-03-06
2017-30414,Residency,Lapsed,2014-11-01,2017-02-21
2017-30694,Change of Plan of Study,Lapsed,2014-04-20,2016-05-20
2017-30801,Completion,Unresolved,2014-12-24,2016-03-14
2017-30306,Change of Adviser,Resolved,2014-12-09,2016-05-16
2017-30077,Residency,Unresolved,2015-01-24,2017-01-20
2017-30835,Change of Adviser,Unresolved,2014-08-19,2016-06-30
2017-30424,Residency,Unresolved,2014-07-02,2017-01-30
2017-30967,AWOL,Lapsed,2015-09-13,2016-04-03
2017-30968,Residency,Unresolved,2015-08-18,2016-07-13
2017-30910,LOA,Lapsed,2015-06-04,2016-02-04
2017-30921,Residency,Unresolved,2014-12-15,2016-08-17
2017-30932,Change of Plan of Study,Lapsed,2015-04-20,2017-03-23
2017-30875,LOA,Lapsed,2015-06-04,2017-10-29
2017-30828,LOA,Resolved,2015-08-11,2017-02-05
2017-30087,Residency,Resolved,2014-11-24,2016-12-18
2017-30817,Completion,Resolved,2014-06-13,2016-09-10
2017-30801,Change of Adviser,Resolved,2014-07-05,2016-01-08
2017-30083,Residency,Lapsed,2015-05-13,2016-12-08
2017-30569,Change of Plan of Study,Resolved,2014-09-25,2017-04-20
2017-30329,Change of Adviser,Resolved,2015-05-02,2016-02-27
2017-30581,Completion,Lapsed,2014-06-11,2017-11-10
2017-30667,Change of Adviser,Lapsed,2015-04-26,2017-09-16
2017-30242,Completion,Resolved,2015-01-15,2017-06-15
2017-30026,Change of Plan of Study,Lapsed,2014-12-11,2016-05-23
2017-30743,AWOL,Unresolved,2015-10-06,2017-05-01
2017-30569,Change of Adviser,Unresolved,2014-09-21,2017-06-16
2017-30629,Residency,Lapsed,2015-02-22,2016-01-04
2017-30759,Completion,Lapsed,2014-02-13,2016-08-27
2017-30747,Completion,Lapsed,2014-08-14,2017-07-13
2017-30525,Residency,Resolved,2015-07-26,2016-08-08
2017-30944,Completion,Unresolved,2015-01-12,2016-08-23
2017-30259,AWOL,Lapsed,2014-11-29,2017-02-26
2017-30968,AWOL,Lapsed,2014-10-12,2017-08-20
2017-30350,Residency,Unresolved,2014-02-13,2016-09-23
2017-30206,LOA,Unresolved,2015-02-03,2017-02-07
2017-30173,Residency,Unresolved,2015-03-05,2017-06-03
2017-30405,LOA,Unresolved,2015-05-09,2017-05-30
2017-30619,Change of Adviser,Unresolved,2015-04-10,2017-03-16
2017-30343,Change of Plan of Study,Lapsed,2014-06-10,2017-10-18
2017-30516,AWOL,Unresolved,2015-09-28,2017-05-06
2017-30279,Change of Plan of Study,Resolved,2015-08-08,2017-07-01
2017-30645,Residency,Resolved,2014-05-30,2016-02-22
2017-30859,AWOL,Lapsed,2015-06-23,2016-12-14
2017-30633,Change of Plan of Study,Resolved,2014-07-23,2016-05-24
2017-30467,Residency,Resolved,2015-08-31,2017-08-01
2017-30762,AWOL,Unresolved,2014-07-09,2016-04-25
2017-30626,Completion,Lapsed,2015-02-06,2016-05-17
2017-30140,LOA,Lapsed,2015-08-08,2017-11-04
2017-30186,AWOL,Resolved,2014-03-31,2016-12-06
2017-30183,Change of Plan of Study,Lapsed,2014-08-11,2017-09-25
2017-30327,Residency,Lapsed,2015-02-06,2016-09-18
2017-30377,AWOL,Resolved,2014-11-27,2017-10-13
2017-30922,Completion,Lapsed,2015-06-06,2017-07-06
2017-30105,Change of Plan of Study,Unresolved,2015-04-15,2016-05-08
2017-30668,LOA,Unresolved,2015-08-04,2017-06-14
2017-30065,AWOL,Lapsed,2014-07-14,2016-08-16
2017-30616,AWOL,Unresolved,2015-04-02,2016-10-24
2017-30253,Change of Adviser,Unresolved,2014-02-01,2016-06-20
2017-30570,AWOL,Unresolved,2014-12-30,2017-10-31
2017-30756,Change of Adviser,Resolved,2015-05-17,2016-04-17
2017-30912,AWOL,Resolved,2015-03-27,2017-07-30
2017-30401,AWOL,Unresolved,2015-07-01,2017-04-08
2017-30108,Completion,Unresolved,2015-06-14,2016-01-07
2017-30152,Residency,Resolved,2014-02-14,2017-03-14
2017-30953,Residency,Unresolved,2015-06-23,2016-09-16
2017-30682,Change of Plan of Study,Lapsed,2015-07-23,2017-03-09
2017-30248,LOA,Resolved,2015-01-12,2016-01-12
2017-30242,Completion,Resolved,2014-05-16,2017-11-01
2017-30861,Change of Adviser,Unresolved,2014-01-29,2016-12-18
2017-30078,Completion,Unresolved,2014-06-27,2016-07-15
2017-30207,Change of Plan of Study,Resolved,2014-12-19,2017-05-09
2017-30282,Residency,Unresolved,2014-05-13,2017-01-05
2017-30500,Residency,Unresolved,2015-01-23,2016-07-30
2017-30945,AWOL,Resolved,2014-12-06,2017-04-20
2017-30607,AWOL,Resolved,2014-01-16,2016-08-04
2017-30086,Residency,Resolved,2014-01-16,2016-05-03
2017-30169,Change of Adviser,Unresolved,2014-06-25,2017-06-11
2017-30145,LOA,Unresolved,2015-10-08,2016-10-10
2017-30238,Change of Adviser,Resolved,2014-03-16,2016-06-20
2017-30007,Change of Adviser,Lapsed,2014-01-10,2017-03-19
2017-30120,LOA,Unresolved,2015-09-03,2016-06-07
2017-30399,Change of Plan of Study,Unresolved,2014-02-02,2017-10-27
2017-30320,AWOL,Resolved,2014-08-03,2016-10-03
2017-30465,Completion,Unresolved,2014-12-12,2016-05-23
2017-30812,Residency,Resolved,2015-01-14,2017-04-16
2017-30825,Change of Plan of Study,Resolved,2015-10-05,2016-06-01
2017-30438,LOA,Unresolved,2015-05-03,2017-06-15
2017-30176,LOA,Unresolved,2014-03-26,2016-03-29
2017-30223,Change of Adviser,Resolved,2014-02-14,2017-07-14
2017-30691,Change of Adviser,Lapsed,2014-05-07,2017-04-09
2017-30731,Change of Adviser,Unresolved,2015-08-08,2016-11-10
2017-30461,AWOL,Resolved,2015-02-27,2016-02-13
2017-30625,Change of Adviser,Resolved,2014-04-19,2017-02-08
2017-30854,AWOL,Unresolved,2015-04-20,2017-04-08
2017-30070,Change of Adviser,Lapsed,2014-06-01,2016-02-07
2017-30769,Residency,Lapsed,2014-04-22,2017-03-03
2017-30029,Change of Plan of Study,Lapsed,2015-07-18,2016-03-31
2017-30632,LOA,Resolved,2014-12-07,2017-01-18
2017-30889,Change of Plan of Study,Unresolved,2015-06-22,2016-07-10
2017-30391,Change of Adviser,Resolved,2015-09-23,2016-01-17
2017-30547,Change of Adviser,Resolved,2014-11-06,2016-05-11
2017-30491,Change of Adviser,Unresolved,2014-12-05,2016-10-16
2017-30462,Change of Adviser,Lapsed,2015-07-07,2016-12-31
2017-30411,Residency,Unresolved,2014-04-17,2017-02-04
2017-30549,Residency,Lapsed,2015-01-16,2017-10-19
2017-30391,Change of Adviser,Resolved,2014-08-12,2016-09-22
2017-30557,Residency,Resolved,2014-04-27,2017-07-02
2017-30809,Residency,Resolved,2014-05-12,2016-10-15
2017-30294,Completion,Lapsed,2015-03-05,2017-04-23
2017-30509,Residency,Unresolved,2015-06-18,2016-01-27
2017-30378,LOA,Resolved,2014-08-30,2016-09-09
2017-30549,Residency,Resolved,2014-07-20,2017-10-31
2017-30932,Residency,Resolved,2015-04-29,2017-09-29
2017-30218,Change of Plan of Study,Lapsed,2015-02-03,2017-01-02
2017-30935,AWOL,Lapsed,2014-10-12,2016-12-31
2017-30672,AWOL,Lapsed,2015-06-26,2016-04-25
2017-30684,Completion,Unresolved,2014-12-11,2016-05-15
2017-30066,Change of Adviser,Unresolved,2014-03-30,2017-11-01
2017-30314,Residency,Unresolved,2015-11-09,2016-06-11
2017-30955,Residency,Lapsed,2014-09-21,2017-01-30
2017-30973,Change of Adviser,Lapsed,2014-02-19,2017-07-31
2017-30793,LOA,Resolved,2015-05-03,2017-06-04
2017-30135,Change of Plan of Study,Resolved,2015-05-29,2016-08-02
2017-30390,Residency,Lapsed,2015-05-26,2017-04-03
2017-30567,AWOL,Unresolved,2015-05-05,2016-09-10
2017-30699,Change of Plan of Study,Lapsed,2014-03-07,2017-09-05
2017-30441,Change of Plan of Study,Unresolved,2015-01-10,2016-03-28
2017-30578,LOA,Unresolved,2014-11-01,2016-06-28
2017-30985,LOA,Lapsed,2014-07-29,2017-10-13
2017-30468,Completion,Lapsed,2015-02-24,2016-11-26
2017-30846,Change of Plan of Study,Resolved,2014-09-23,2017-05-25
2017-30214,Residency,Unresolved,2014-06-10,2016-12-03
2017-30201,Change of Adviser,Lapsed,2014-07-28,2017-01-12
2017-30166,Completion,Lapsed,2014-07-10,2016-03-15
2017-30081,AWOL,Unresolved,2014-09-03,2016-09-06
2017-30472,LOA,Resolved,2015-01-13,2016-11-23
2017-30747,LOA,Resolved,2015-01-01,2016-10-08
2017-30607,Residency,Unresolved,2015-11-04,2017-07-21
2017-30026,Completion,Lapsed,2014-06-27,2017-03-15
2017-30836,AWOL,Unresolved,2014-10-02,2017-07-31
2017-30569,LOA,Resolved,2015-09-15,2017-09-05
2017-30075,Completion,Lapsed,2015-06-25,2016-05-13
2017-30038,AWOL,Unresolved,2014-08-28,2016-04-15
2017-30992,Residency,Unresolved,2014-06-09,2017-04-12
2017-30258,Residency,Lapsed,2014-06-19,2016-10-01
2017-30281,LOA,Unresolved,2014-05-11,2016-01-03
2017-30998,Change of Adviser,Lapsed,2014-11-28,2016-06-20
